,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2020-10-24,Sat,Matchweek 6,Home,D 0–0,Manchester Utd,Chelsea,N,LW,33.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Match Report
1,2020-11-01,Sun,Matchweek 7,Home,L 0–1,Manchester Utd,Arsenal,N,FW,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,1.0,1.0,0.0,0.0,Match Report
2,2020-11-07,Sat,Matchweek 8,Away,W 3–1,Manchester Utd,Everton,N,FW,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.4,0.4,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,1.0,0.0,Match Report
3,2020-11-21,Sat,Matchweek 9,Home,W 1–0,Manchester Utd,West Brom,N,FW,28.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,16.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,0.0,6.0,12.0,50.0,1.0,11.0,0.0,1.0,1.0,Match Report
4,2020-11-29,Sun,Matchweek 10,Away,W 3–2,Manchester Utd,Southampton,N,FW,45.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,23.0,2.0,1.0,0.0,0.4,0.4,0.3,1.0,1.0,11.0,13.0,84.6,2.0,11.0,0.0,0.0,0.0,Match Report
5,2020-12-05,Sat,Matchweek 11,Away,W 3–1,Manchester Utd,West Ham,Y,FW,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,61.5,0.0,10.0,0.0,0.0,0.0,Match Report
7,2020-12-20,Sun,Matchweek 14,Home,W 6–2,Manchester Utd,Leeds United,N,FW,20.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,6.0,7.0,85.7,0.0,4.0,1.0,0.0,0.0,Match Report
8,2020-12-26,Sat,Matchweek 15,Away,D 2–2,Manchester Utd,Leicester City,N,FW,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.4,1.0,1.0,4.0,5.0,80.0,1.0,1.0,0.0,0.0,0.0,Match Report
9,2020-12-29,Tue,Matchweek 16,Home,W 1–0,Manchester Utd,Wolves,Y,FW,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,15.0,19.0,78.9,0.0,16.0,0.0,1.0,1.0,Match Report
11,2021-01-12,Tue,Matchweek 1,Away,W 1–0,Manchester Utd,Burnley,Y,FW,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,26.0,0.0,1.0,0.0,0.3,0.3,0.4,2.0,0.0,15.0,16.0,93.8,4.0,11.0,0.0,1.0,1.0,Match Report
12,2021-01-17,Sun,Matchweek 19,Away,D 0–0,Manchester Utd,Liverpool,N,FW,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,57.1,1.0,6.0,0.0,1.0,1.0,Match Report
13,2021-01-20,Wed,Matchweek 18,Away,W 2–1,Manchester Utd,Fulham,Y,FW,90.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,26.0,2.0,0.0,0.0,0.8,0.8,0.0,1.0,0.0,15.0,19.0,78.9,2.0,13.0,0.0,0.0,0.0,Match Report
14,2021-01-27,Wed,Matchweek 20,Home,L 1–2,Manchester Utd,Sheffield Utd,N,FW,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,4.0,7.0,57.1,0.0,1.0,0.0,0.0,0.0,Match Report
15,2021-01-30,Sat,Matchweek 21,Away,D 0–0,Manchester Utd,Arsenal,Y,FW,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.1,1.1,0.0,1.0,0.0,18.0,23.0,78.3,3.0,8.0,0.0,1.0,0.0,Match Report
16,2021-02-02,Tue,Matchweek 22,Home,W 9–0,Manchester Utd,Southampton,Y,FW,45.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.3,0.3,0.0,3.0,0.0,11.0,14.0,78.6,1.0,12.0,0.0,1.0,1.0,Match Report
17,2021-02-06,Sat,Matchweek 23,Home,D 3–3,Manchester Utd,Everton,Y,FW,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,43.0,1.0,0.0,1.0,0.6,0.6,0.3,4.0,0.0,26.0,33.0,78.8,2.0,23.0,2.0,1.0,0.0,Match Report
18,2021-02-14,Sun,Matchweek 24,Away,D 1–1,Manchester Utd,West Brom,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,66.7,5.0,12.0,1.0,0.0,0.0,Match Report
20,2021-03-03,Wed,Matchweek 29,Away,D 0–0,Manchester Utd,Crystal Palace,Y,FW,75.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,0.5,0.5,0.1,2.0,0.0,12.0,16.0,75.0,1.0,11.0,0.0,3.0,1.0,Match Report
22,2021-04-04,Sun,Matchweek 30,Home,W 2–1,Manchester Utd,Brighton,Y,FW,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,2.0,5.0,0.0,0.0,0.0,Match Report
23,2021-04-11,Sun,Matchweek 31,Away,W 3–1,Manchester Utd,Tottenham,Y,FW,90.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,42.0,0.0,0.0,0.0,0.4,0.4,0.1,5.0,1.0,25.0,30.0,83.3,3.0,16.0,0.0,1.0,0.0,Match Report
24,2021-04-18,Sun,Matchweek 32,Home,W 3–1,Manchester Utd,Burnley,N,FW,45.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.8,0.8,0.0,1.0,0.0,8.0,9.0,88.9,0.0,7.0,0.0,0.0,0.0,Match Report
25,2021-04-25,Sun,Matchweek 33,Away,D 0–0,Manchester Utd,Leeds United,N,FW,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,6.0,6.0,100.0,0.0,3.0,0.0,0.0,0.0,Match Report
26,2021-05-09,Sun,Matchweek 35,Away,W 3–1,Manchester Utd,Aston Villa,N,FW,26.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,7.0,7.0,100.0,0.0,8.0,0.0,0.0,0.0,Match Report
27,2021-05-11,Tue,Matchweek 36,Home,L 1–2,Manchester Utd,Leicester City,N,FW,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,77.8,0.0,4.0,0.0,0.0,0.0,Match Report
28,2021-05-13,Thu,Matchweek 34,Home,L 2–4,Manchester Utd,Liverpool,Y,FW,90.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,24.0,2.0,0.0,0.0,0.3,0.3,0.2,3.0,1.0,16.0,19.0,84.2,1.0,15.0,0.0,0.0,0.0,Match Report
29,2021-05-18,Tue,Matchweek 37,Home,D 1–1,Manchester Utd,Fulham,Y,FW,86.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,3.0,1.0,0.0,0.0,0.0,0.3,1.0,0.0,13.0,17.0,76.5,1.0,10.0,0.0,0.0,0.0,Match Report
