,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2018-08-12,Sun,Matchweek 1,Home,W 4–0,Liverpool,West Ham,Y,GK,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,33,35,94.3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,556,8,100.0,21,22,95.5,4,5,80.0,0.0,0,0,0,0
1,2018-08-25,Sat,Matchweek 3,Home,W 1–0,Liverpool,Brighton,Y,GK,90,0,0,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.0,0,0,16,19,84.2,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,402,319,6,100.0,6,7,85.7,4,6,66.7,0.0,0,0,0,0
2,2018-09-01,Sat,Matchweek 4,Away,W 2–1,Liverpool,Leicester City,Y,GK,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,29,38,76.3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,566,6,100.0,14,14,100.0,9,16,56.3,0.0,0,0,0,0
3,2018-09-15,Sat,Matchweek 5,Away,W 2–1,Liverpool,Tottenham,Y,GK,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,25,33,75.8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,567,2,100.0,10,10,100.0,13,21,61.9,0.0,0,0,0,0
4,2018-09-22,Sat,Matchweek 6,Home,W 3–0,Liverpool,Southampton,Y,GK,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,23,26,88.5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,339,4,100.0,12,12,100.0,7,10,70.0,0.0,0,0,0,0
5,2018-09-29,Sat,Matchweek 7,Away,D 1–1,Liverpool,Chelsea,Y,GK,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,23,32,71.9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,332,1,100.0,16,16,100.0,6,15,40.0,0.0,0,0,0,0
6,2018-10-07,Sun,Matchweek 8,Home,D 0–0,Liverpool,Manchester City,Y,GK,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,1,0,34,42,81.0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,984,561,2,100.0,21,21,100.0,11,19,57.9,0.0,0,1,0,0
7,2018-10-20,Sat,Matchweek 9,Away,W 1–0,Liverpool,Huddersfield,Y,GK,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,25,41,61.0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,398,2,100.0,19,19,100.0,4,19,21.1,0.0,0,0,0,0
8,2018-10-27,Sat,Matchweek 10,Home,W 4–1,Liverpool,Cardiff City,Y,GK,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,27,27,100.0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,407,4,100.0,17,17,100.0,6,6,100.0,0.0,0,0,0,0
9,2018-11-03,Sat,Matchweek 11,Away,D 1–1,Liverpool,Arsenal,Y,GK,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,25,31,80.6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,493,1,100.0,9,9,100.0,15,21,71.4,0.0,0,1,0,0
10,2018-11-11,Sun,Matchweek 12,Home,W 2–0,Liverpool,Fulham,Y,GK,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,1,33,36,91.7,0,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,885,566,3,100.0,20,20,100.0,10,13,76.9,0.0,0,0,0,0
11,2018-11-24,Sat,Matchweek 13,Away,W 3–0,Liverpool,Watford,Y,GK,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,19,26,73.1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,335,2,66.7,13,13,100.0,4,10,40.0,0.0,0,0,0,0
12,2018-12-02,Sun,Matchweek 14,Home,W 1–0,Liverpool,Everton,Y,GK,90,0,0,0,0,0,0,0,0,37,1,0,0,0.0,0.0,0.0,1,0,26,35,74.3,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,616,425,7,100.0,11,11,100.0,8,17,47.1,0.0,0,0,0,0
13,2018-12-05,Wed,Matchweek 15,Away,W 3–1,Liverpool,Burnley,Y,GK,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,39,44,88.6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,621,6,100.0,22,22,100.0,11,16,68.8,0.0,0,0,0,0
14,2018-12-08,Sat,Matchweek 16,Away,W 4–0,Liverpool,Bournemouth,Y,GK,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,27,37,73.0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,476,3,100.0,16,16,100.0,8,18,44.4,0.0,0,0,0,0
15,2018-12-16,Sun,Matchweek 17,Home,W 3–1,Liverpool,Manchester Utd,Y,GK,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,26,34,76.5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,560,2,100.0,11,11,100.0,13,21,61.9,0.0,0,0,0,0
16,2018-12-21,Fri,Matchweek 18,Away,W 2–0,Liverpool,Wolves,Y,GK,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,32,40,80.0,0,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,851,503,4,100.0,17,17,100.0,11,19,57.9,0.0,0,0,0,0
17,2018-12-26,Wed,Matchweek 19,Home,W 4–0,Liverpool,Newcastle Utd,Y,GK,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,29,32,90.6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,485,2,100.0,16,16,100.0,11,14,78.6,0.0,0,0,0,0
18,2018-12-29,Sat,Matchweek 20,Home,W 5–1,Liverpool,Arsenal,Y,GK,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,34,37,91.9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,683,2,100.0,22,22,100.0,10,13,76.9,0.0,0,0,0,0
19,2019-01-03,Thu,Matchweek 21,Away,L 1–2,Liverpool,Manchester City,Y,GK,90,0,0,0,0,0,0,0,0,63,0,0,0,0.0,0.0,0.0,0,0,49,60,81.7,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,691,11,100.0,29,29,100.0,9,20,45.0,0.0,0,1,0,0
20,2019-01-12,Sat,Matchweek 22,Away,W 1–0,Liverpool,Brighton,Y,GK,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,21,27,77.8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,430,2,100.0,12,12,100.0,7,13,53.8,0.0,0,0,0,0
21,2019-01-19,Sat,Matchweek 23,Home,W 4–3,Liverpool,Crystal Palace,Y,GK,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,20,23,87.0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,381,2,100.0,14,14,100.0,4,7,57.1,0.0,0,0,0,0
22,2019-01-30,Wed,Matchweek 24,Home,D 1–1,Liverpool,Leicester City,Y,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,25,31,80.6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,375,4,80.0,16,16,100.0,5,9,55.6,0.0,0,0,0,0
23,2019-02-04,Mon,Matchweek 25,Away,D 1–1,Liverpool,West Ham,Y,GK,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,22,24,91.7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,408,3,60.0,14,14,100.0,5,5,100.0,0.0,0,0,0,0
24,2019-02-09,Sat,Matchweek 26,Home,W 3–0,Liverpool,Bournemouth,Y,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,27,29,93.1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,420,5,100.0,16,16,100.0,6,8,75.0,0.0,0,0,0,0
25,2019-02-24,Sun,Matchweek 27,Away,D 0–0,Liverpool,Manchester Utd,Y,GK,90,0,0,0,0,0,0,0,0,32,1,0,0,0.0,0.0,0.0,0,0,29,32,90.6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,530,6,100.0,16,17,94.1,7,9,77.8,0.0,0,0,0,0
26,2019-02-27,Wed,Matchweek 28,Home,W 5–0,Liverpool,Watford,Y,GK,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,24,32,75.0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,452,3,100.0,14,14,100.0,7,15,46.7,0.0,0,0,0,0
27,2019-03-03,Sun,Matchweek 29,Away,D 0–0,Liverpool,Everton,Y,GK,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,38,46,82.6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,515,7,100.0,24,24,100.0,7,15,46.7,0.0,0,0,0,0
28,2019-03-10,Sun,Matchweek 30,Home,W 4–2,Liverpool,Burnley,Y,GK,90,0,0,0,0,0,0,1,0,44,0,0,0,0.0,0.0,0.0,0,0,35,44,79.5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,667,3,100.0,21,21,100.0,11,20,55.0,0.0,0,0,0,0
29,2019-03-17,Sun,Matchweek 31,Away,W 2–1,Liverpool,Fulham,Y,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,28,31,90.3,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,697,427,3,100.0,18,18,100.0,7,10,70.0,0.0,0,0,0,0
30,2019-03-31,Sun,Matchweek 32,Home,W 2–1,Liverpool,Tottenham,Y,GK,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,30,37,81.1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,552,0,0.0,16,16,100.0,14,20,70.0,0.0,0,0,0,0
