,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2021-08-21,Sat,Matchweek 2,Home,W 2–0,Liverpool,Burnley,Y,RW,90.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.4,0.4,0.1,7.0,0.0,26.0,31.0,83.9,2.0,33.0,6.0,4.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,68.0,18.0,90.0,5.0,6.0,83.3,1.0,2.0,50.0,0.1,2.0,0.0,1.0,0.0
1,2021-08-28,Sat,Matchweek 3,Home,D 1–1,Liverpool,Chelsea,Y,RW,90.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,1.1,0.3,0.2,7.0,0.0,37.0,45.0,82.2,2.0,35.0,3.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,115.0,27.0,96.4,7.0,8.0,87.5,2.0,6.0,33.3,0.1,3.0,2.0,3.0,1.0
2,2021-09-18,Sat,Matchweek 5,Home,W 3–0,Liverpool,Crystal Palace,Y,RW,90.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,57.0,0.0,0.0,0.0,0.5,0.5,0.2,4.0,1.0,34.0,44.0,77.3,7.0,46.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,417.0,92.0,22.0,91.7,8.0,12.0,66.7,1.0,3.0,33.3,0.1,2.0,0.0,3.0,0.0
3,2021-09-25,Sat,Matchweek 6,Away,D 3–3,Liverpool,Brentford,Y,"RW,FW",90.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,51.0,0.0,1.0,0.0,1.6,1.6,0.0,5.0,1.0,27.0,41.0,65.9,4.0,33.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,379.0,62.0,14.0,70.0,7.0,11.0,63.6,2.0,3.0,66.7,0.0,1.0,1.0,1.0,0.0
4,2021-10-03,Sun,Matchweek 7,Home,D 2–2,Liverpool,Manchester City,Y,RW,90.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,40.0,4.0,1.0,0.0,0.2,0.2,0.6,5.0,4.0,17.0,21.0,81.0,5.0,26.0,5.0,8.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,226.0,130.0,8.0,80.0,5.0,7.0,71.4,1.0,1.0,100.0,0.3,2.0,2.0,6.0,1.0
5,2021-10-16,Sat,Matchweek 8,Away,W 5–0,Liverpool,Watford,Y,RW,90.0,1.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,63.0,0.0,0.0,0.0,0.3,0.3,0.3,6.0,3.0,42.0,52.0,80.8,5.0,35.0,6.0,4.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,571.0,171.0,25.0,92.6,11.0,15.0,73.3,3.0,3.0,100.0,0.2,2.0,1.0,1.0,0.0
6,2021-10-24,Sun,Matchweek 9,Away,W 5–0,Liverpool,Manchester Utd,Y,RW,90.0,3.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,57.0,0.0,0.0,0.0,1.3,1.3,0.7,3.0,2.0,44.0,48.0,91.7,6.0,40.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,635.0,158.0,24.0,96.0,19.0,21.0,90.5,1.0,1.0,100.0,0.2,2.0,3.0,0.0,0.0
7,2021-10-30,Sat,Matchweek 10,Home,D 2–2,Liverpool,Brighton,Y,RW,90.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.1,0.1,0.6,3.0,1.0,22.0,32.0,68.8,6.0,18.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,311.0,95.0,15.0,83.3,7.0,9.0,77.8,0.0,1.0,0.0,0.1,2.0,0.0,2.0,0.0
8,2021-11-27,Sat,Matchweek 13,Home,W 4–0,Liverpool,Southampton,Y,RW,90.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.1,0.1,0.9,2.0,1.0,20.0,31.0,64.5,5.0,28.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,207.0,79.0,17.0,81.0,3.0,5.0,60.0,0.0,3.0,0.0,0.1,2.0,2.0,2.0,0.0
9,2021-12-04,Sat,Matchweek 15,Away,W 1–0,Liverpool,Wolves,Y,RW,89.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,42.0,0.0,1.0,0.0,0.2,0.2,0.5,3.0,1.0,20.0,29.0,69.0,1.0,26.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,260.0,81.0,16.0,100.0,3.0,10.0,30.0,1.0,1.0,100.0,0.5,3.0,1.0,2.0,1.0
10,2021-12-11,Sat,Matchweek 16,Home,W 1–0,Liverpool,Aston Villa,Y,RW,90.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,47.0,1.0,0.0,0.0,1.1,0.3,0.0,1.0,1.0,21.0,32.0,65.6,3.0,34.0,7.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,308.0,51.0,13.0,81.3,6.0,9.0,66.7,2.0,2.0,100.0,0.2,0.0,2.0,1.0,0.0
11,2021-12-16,Thu,Matchweek 17,Home,W 3–1,Liverpool,Newcastle Utd,Y,RW,73.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,0.7,0.7,0.2,4.0,0.0,31.0,42.0,73.8,4.0,36.0,6.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,78.0,20.0,90.9,9.0,15.0,60.0,1.0,2.0,50.0,0.2,1.0,3.0,1.0,0.0
12,2021-12-28,Tue,Matchweek 20,Away,L 0–1,Liverpool,Leicester City,Y,RW,90.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,51.0,0.0,1.0,0.0,1.1,0.1,0.1,6.0,0.0,30.0,37.0,81.1,4.0,31.0,1.0,8.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,80.0,19.0,86.4,9.0,11.0,81.8,1.0,2.0,50.0,0.2,2.0,1.0,4.0,0.0
13,2022-01-02,Sun,Matchweek 21,Away,D 2–2,Liverpool,Chelsea,Y,RW,90.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,39.0,0.0,1.0,0.0,0.5,0.5,0.2,4.0,0.0,27.0,30.0,90.0,2.0,25.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,105.0,16.0,100.0,10.0,12.0,83.3,1.0,1.0,100.0,0.0,2.0,1.0,0.0,0.0
14,2022-02-19,Sat,Matchweek 26,Home,W 3–1,Liverpool,Norwich City,Y,"RW,RM",90.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,62.0,1.0,0.0,0.0,1.1,1.1,0.7,14.0,0.0,36.0,46.0,78.3,4.0,43.0,10.0,7.0,4.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,112.0,25.0,86.2,9.0,13.0,69.2,0.0,2.0,0.0,0.8,6.0,1.0,3.0,0.0
15,2022-02-23,Wed,Matchweek 19,Home,W 6–0,Liverpool,Leeds United,Y,RW,90.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,2.5,0.9,0.5,5.0,3.0,46.0,52.0,88.5,11.0,49.0,5.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,744.0,279.0,24.0,92.3,17.0,18.0,94.4,3.0,3.0,100.0,0.5,1.0,8.0,5.0,0.0
16,2022-03-12,Sat,Matchweek 29,Away,W 2–0,Liverpool,Brighton,Y,RW,64.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,1.4,0.6,0.2,6.0,0.0,11.0,17.0,64.7,1.0,14.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,28.0,7.0,77.8,3.0,6.0,50.0,1.0,1.0,100.0,0.5,1.0,0.0,0.0,0.0
17,2022-03-16,Wed,Matchweek 27,Away,W 2–0,Liverpool,Arsenal,N,RW,35.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,10.0,16.0,62.5,1.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,27.0,8.0,100.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2022-04-10,Sun,Matchweek 32,Away,D 2–2,Liverpool,Manchester City,Y,RW,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,3.0,0.0,0.0,0.1,0.1,0.9,3.0,1.0,20.0,24.0,83.3,4.0,32.0,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,352.0,128.0,11.0,91.7,7.0,9.0,77.8,2.0,2.0,100.0,0.4,3.0,2.0,2.0,0.0
19,2022-04-19,Tue,Matchweek 30,Home,W 4–0,Liverpool,Manchester Utd,Y,RW,90.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,61.0,1.0,0.0,2.0,0.8,0.8,0.5,1.0,1.0,35.0,44.0,79.5,2.0,48.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,470.0,137.0,26.0,86.7,8.0,8.0,100.0,1.0,1.0,100.0,0.8,1.0,2.0,2.0,0.0
20,2022-04-24,Sun,Matchweek 34,Home,W 2–0,Liverpool,Everton,Y,RW,90.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,72.0,0.0,0.0,1.0,0.2,0.2,0.3,4.0,1.0,42.0,56.0,75.0,8.0,48.0,6.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,621.0,172.0,26.0,92.9,13.0,16.0,81.3,3.0,5.0,60.0,0.4,2.0,1.0,5.0,0.0
21,2022-04-30,Sat,Matchweek 35,Away,W 1–0,Liverpool,Newcastle Utd,N,RW,22.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,7.0,8.0,87.5,2.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,43.0,5.0,83.3,1.0,1.0,100.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0
22,2022-05-07,Sat,Matchweek 36,Home,D 1–1,Liverpool,Tottenham,Y,"RW,RM",90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.4,0.4,0.1,2.0,0.0,20.0,32.0,62.5,2.0,35.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,71.0,12.0,80.0,5.0,9.0,55.6,1.0,2.0,50.0,0.0,2.0,1.0,2.0,0.0
