,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2021-08-13,Fri,Matchweek 1,Home,W 2–0,Brentford,Arsenal,Y,WB,90,2,1,1,0,0,0,0,0,0,0,0,0,0,0,Match Report
1,2021-08-21,Sat,Matchweek 2,Away,D 0–0,Brentford,Crystal Palace,Y,WB,90,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2,2021-08-28,Sat,Matchweek 3,Away,D 1–1,Brentford,Aston Villa,Y,WB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
3,2021-09-11,Sat,Matchweek 4,Home,L 0–1,Brentford,Brighton,Y,WB,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
4,2021-09-18,Sat,Matchweek 5,Away,W 2–0,Brentford,Wolves,Y,WB,67,1,0,1,0,0,0,0,1,0,1,0,0,0,0,Match Report
5,2021-09-25,Sat,Matchweek 6,Home,D 3–3,Brentford,Liverpool,Y,"WB,RM",90,3,3,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
6,2021-10-03,Sun,Matchweek 7,Away,W 2–1,Brentford,West Ham,Y,WB,90,1,0,0,0,1,0,0,1,0,0,0,1,0,0,Match Report
7,2021-10-16,Sat,Matchweek 8,Home,L 0–1,Brentford,Chelsea,Y,WB,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
8,2021-10-24,Sun,Matchweek 9,Home,L 1–2,Brentford,Leicester City,Y,WB,90,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
9,2021-10-30,Sat,Matchweek 10,Away,L 1–3,Brentford,Burnley,Y,WB,76,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
10,2021-11-06,Sat,Matchweek 11,Home,L 1–2,Brentford,Norwich City,Y,WB,90,3,2,0,1,0,0,0,0,0,0,0,0,0,0,Match Report
11,2021-11-20,Sat,Matchweek 12,Away,D 3–3,Brentford,Newcastle Utd,Y,WB,90,3,3,0,0,0,0,0,2,2,0,0,0,0,0,Match Report
12,2021-11-28,Sun,Matchweek 13,Home,W 1–0,Brentford,Everton,Y,WB,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2021-12-02,Thu,Matchweek 14,Away,L 0–2,Brentford,Tottenham,Y,WB,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
14,2021-12-05,Sun,Matchweek 15,Away,D 2–2,Brentford,Leeds United,Y,FW,71,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
16,2021-12-26,Sun,Matchweek 19,Away,L 0–2,Brentford,Brighton,Y,WB,90,3,1,1,1,0,0,0,0,0,0,0,0,0,0,Match Report
17,2021-12-29,Wed,Matchweek 20,Home,L 0–1,Brentford,Manchester City,N,FW,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
18,2022-01-02,Sun,Matchweek 21,Home,W 2–1,Brentford,Aston Villa,Y,WB,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
19,2022-01-11,Tue,Matchweek 18,Away,L 1–4,Brentford,Southampton,Y,WB,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
20,2022-01-16,Sun,Matchweek 22,Away,L 0–3,Brentford,Liverpool,N,WB,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
21,2022-01-19,Wed,Matchweek 17,Home,L 1–3,Brentford,Manchester Utd,Y,WB,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
22,2022-01-22,Sat,Matchweek 23,Home,L 1–2,Brentford,Wolves,Y,WB,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
23,2022-02-09,Wed,Matchweek 24,Away,L 0–2,Brentford,Manchester City,Y,FW,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
24,2022-02-12,Sat,Matchweek 25,Home,D 0–0,Brentford,Crystal Palace,Y,WB,85,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
25,2022-02-19,Sat,Matchweek 26,Away,L 1–2,Brentford,Arsenal,Y,WB,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
26,2022-02-26,Sat,Matchweek 27,Home,L 0–2,Brentford,Newcastle Utd,N,RB,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
27,2022-03-05,Sat,Matchweek 28,Away,W 3–1,Brentford,Norwich City,Y,LW,81,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Match Report
28,2022-03-12,Sat,Matchweek 29,Home,W 2–0,Brentford,Burnley,Y,LW,74,4,3,0,0,1,0,0,0,0,0,0,0,0,0,Match Report
29,2022-03-20,Sun,Matchweek 30,Away,L 1–2,Brentford,Leicester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
30,2022-04-02,Sat,Matchweek 31,Away,W 4–1,Brentford,Chelsea,N,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
31,2022-04-10,Sun,Matchweek 32,Home,W 2–0,Brentford,West Ham,N,LW,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
33,2022-05-15,Sun,Matchweek 37,Away,W 3–2,Brentford,Everton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
34,2022-05-22,Sun,Matchweek 38,Home,L 1–2,Brentford,Leeds United,N,"LB,WB",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
