,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
1,2022-10-01,Sat,Matchweek 9,Home,W 2–0,West Ham,Wolves,Y,CB,90,0,0,0,0,0,0,0,0,28,1,0,1,0.0,0.0,0.0,1,0,23,24,95.8,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,668,349,3,100.0,12,13,92.3,8,8,100.0,0.0,0,4,0,0
2,2022-10-09,Sun,Matchweek 10,Home,W 3–1,West Ham,Fulham,Y,CB,90,0,0,0,0,0,0,0,0,53,3,0,0,0.0,0.0,0.0,2,1,40,47,85.1,4,37,0,0,0,1,0,0,1,0,0,0,0,0,1,0,938,277,9,81.8,24,24,100.0,7,12,58.3,0.0,0,1,0,0
3,2022-10-30,Sun,Matchweek 14,Away,L 0–1,West Ham,Manchester Utd,Y,CB,90,0,0,0,0,1,0,0,0,49,0,0,2,0.1,0.1,0.1,1,0,26,35,74.3,2,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,538,176,10,90.9,11,13,84.6,5,11,45.5,0.1,1,2,0,0
4,2022-11-06,Sun,Matchweek 15,Home,L 1–2,West Ham,Crystal Palace,Y,CB,90,0,0,0,0,1,0,1,0,56,3,2,2,0.0,0.0,0.0,0,0,31,43,72.1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,275,12,85.7,18,20,90.0,0,7,0.0,0.0,0,1,0,0
5,2022-11-12,Sat,Matchweek 16,Home,L 0–2,West Ham,Leicester City,Y,CB,90,0,0,0,0,0,0,1,0,58,0,1,0,0.0,0.0,0.0,2,0,40,54,74.1,3,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,952,271,10,76.9,19,23,82.6,11,16,68.8,0.0,0,4,0,0
6,2022-12-26,Mon,Matchweek 17,Away,L 1–3,West Ham,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,45,0,1,3,0.0,0.0,0.0,1,0,32,35,91.4,3,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,749,439,11,100.0,12,14,85.7,8,9,88.9,0.0,0,4,0,0
7,2022-12-30,Fri,Matchweek 18,Home,L 0–2,West Ham,Brentford,Y,CB,90,0,0,0,0,4,1,0,0,64,2,1,0,0.4,0.4,0.0,4,0,39,50,78.0,4,24,0,1,0,3,0,0,0,0,0,0,0,0,0,0,772,267,15,88.2,17,22,77.3,7,9,77.8,0.1,0,8,0,0
8,2023-01-04,Wed,Matchweek 19,Away,D 2–2,West Ham,Leeds United,Y,CB,90,0,0,0,0,0,0,0,0,27,1,1,1,0.0,0.0,0.0,1,0,14,22,63.6,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,264,116,4,66.7,8,8,100.0,2,7,28.6,0.0,0,1,0,0
9,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,PassLive,PassDead,TO,Fld,Def,PassLive,PassDead,TO,Sh,Fld,Def,TotDist,PrgDist,Cmp,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,xA,KP,1/3,PPA,CrsPA
10,2023-02-04,Sat,Matchweek 22,Home,W 3–0,Wolves,Liverpool,Y,CB,90,1,0,0,0,2,1,1,0,59,1,0,2,0.3,0.3,0.0,2,0,41,46,89.1,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,788,239,11,91.7,27,29,93.1,3,5,60.0,0.0,1,2,0,0
11,2023-02-11,Sat,Matchweek 23,Away,W 2–1,Wolves,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,75,1,0,2,0.0,0.0,0.0,1,0,55,63,87.3,2,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1108,464,19,100.0,24,27,88.9,11,15,73.3,0.0,0,3,0,0
12,2023-02-18,Sat,Matchweek 24,Home,L 0–1,Wolves,Bournemouth,Y,CB,90,0,0,0,0,2,1,0,0,108,1,0,1,0.1,0.1,0.0,1,0,85,99,85.9,5,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1688,616,28,90.3,47,49,95.9,10,16,62.5,0.0,0,9,0,0
13,2023-02-24,Fri,Matchweek 25,Away,D 1–1,Wolves,Fulham,Y,CB,90,0,0,0,0,1,0,0,0,74,1,2,2,0.1,0.1,0.0,0,0,50,67,74.6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,403,14,82.4,28,33,84.8,8,16,50.0,0.0,0,4,0,0
14,2023-03-01,Wed,Matchweek 7,Away,L 0–2,Wolves,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,58,1,1,1,0.0,0.0,0.0,0,0,39,47,83.0,2,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,735,239,13,81.3,22,24,91.7,4,6,66.7,0.0,0,1,0,0
15,2023-03-04,Sat,Matchweek 26,Home,W 1–0,Wolves,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,52,0,0,2,0.0,0.0,0.0,1,0,39,42,92.9,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,863,300,10,100.0,20,22,90.9,9,10,90.0,0.1,0,1,0,0
16,2023-03-12,Sun,Matchweek 27,Away,L 1–2,Wolves,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,0,0,74,0,1,2,0.0,0.0,0.0,0,0,48,59,81.4,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,358,11,100.0,27,29,93.1,9,16,56.3,0.0,0,3,0,0
17,2023-03-18,Sat,Matchweek 28,Home,L 2–4,Wolves,Leeds United,Y,CB,45,0,0,0,0,1,0,1,0,53,1,0,1,0.2,0.2,0.0,0,0,37,45,82.2,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,233,8,80.0,21,23,91.3,8,11,72.7,0.0,0,4,0,0
18,2023-04-01,Sat,Matchweek 29,Away,D 1–1,Wolves,Nott'ham Forest,Y,CB,64,0,0,0,0,0,0,0,0,80,0,1,1,0.0,0.0,0.0,0,0,67,75,89.3,6,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,398,18,90.0,41,42,97.6,8,12,66.7,0.0,0,5,0,0
19,2023-04-08,Sat,Matchweek 30,Home,W 1–0,Wolves,Chelsea,Y,CB,90,0,0,0,0,1,0,0,0,41,0,0,4,0.1,0.1,0.0,0,0,25,31,80.6,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,152,8,100.0,16,17,94.1,1,5,20.0,0.0,0,0,0,0
20,2023-04-15,Sat,Matchweek 31,Home,W 2–0,Wolves,Brentford,Y,CB,90,0,0,0,0,0,0,0,0,67,2,0,2,0.0,0.0,0.0,0,0,51,60,85.0,3,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,981,291,13,92.9,30,31,96.8,6,13,46.2,0.0,0,3,0,0
21,2023-04-22,Sat,Matchweek 32,Away,L 1–2,Wolves,Leicester City,Y,CB,90,0,0,0,0,2,0,0,0,68,0,1,0,0.1,0.1,0.0,0,0,49,61,80.3,5,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,939,330,14,82.4,24,27,88.9,8,14,57.1,0.0,0,2,0,0
22,2023-04-25,Tue,Matchweek 33,Home,W 2–0,Wolves,Crystal Palace,Y,CB,90,0,0,0,0,1,0,0,0,55,0,0,3,0.1,0.1,0.0,0,0,37,47,78.7,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,368,11,84.6,17,21,81.0,9,12,75.0,0.0,0,7,1,0
23,2023-04-29,Sat,Matchweek 34,Away,L 0–6,Wolves,Brighton,Y,CB,45,0,0,0,0,0,0,0,0,33,1,1,1,0.0,0.0,0.0,0,0,25,27,92.6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,131,7,100.0,17,18,94.4,1,2,50.0,0.0,0,2,0,0
24,2023-05-06,Sat,Matchweek 35,Home,W 1–0,Wolves,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,45,0,1,2,0.0,0.0,0.0,1,0,29,36,80.6,1,32,0,1,1,1,0,0,0,0,0,0,0,0,0,0,640,195,11,84.6,12,12,100.0,6,10,60.0,0.0,0,0,0,0
25,2023-05-13,Sat,Matchweek 36,Away,L 0–2,Wolves,Manchester Utd,Y,CB,90,0,0,0,0,1,0,1,0,71,0,2,4,0.1,0.1,0.0,0,0,53,60,88.3,4,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1169,358,15,93.8,24,26,92.3,13,17,76.5,0.0,0,2,1,0
26,2023-05-20,Sat,Matchweek 37,Home,D 1–1,Wolves,Everton,Y,CB,90,0,0,0,0,0,0,1,0,71,0,2,1,0.0,0.0,0.0,0,0,50,61,82.0,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,987,464,20,87.0,22,25,88.0,8,13,61.5,0.0,0,3,1,0
