,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2022-08-06,Sat,Matchweek 1,Away,L 1–2,Wolves,Leeds United,Y*,DM,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,4.0,1.0,2.0,0.0,0.0,0.1,1.0,0.0,55.0,61.0,90.2,10.0,53.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291.0,399.0,16.0,94.1,25.0,26.0,96.2,14.0,18.0,77.8,0.0,2.0,7.0,1.0,0.0
1,2022-08-13,Sat,Matchweek 2,Home,D 0–0,Wolves,Fulham,Y*,DM,90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,69.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,36.0,54.0,66.7,4.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,220.0,14.0,82.4,15.0,18.0,83.3,7.0,13.0,53.8,0.0,0.0,6.0,0.0,0.0
2,2022-08-20,Sat,Matchweek 3,Away,L 0–1,Wolves,Tottenham,Y*,CM,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,77.0,2.0,3.0,0.0,0.1,0.1,0.1,8.0,0.0,61.0,68.0,89.7,8.0,27.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,277.0,14.0,100.0,31.0,32.0,96.9,16.0,22.0,72.7,0.1,3.0,7.0,1.0,0.0
3,2022-08-28,Sun,Matchweek 4,Home,D 1–1,Wolves,Newcastle Utd,Y*,CM,90.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,57.0,6.0,0.0,4.0,0.1,0.1,0.0,4.0,0.0,28.0,35.0,80.0,5.0,23.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.0,243.0,6.0,100.0,9.0,13.0,69.2,13.0,16.0,81.3,0.0,1.0,8.0,0.0,0.0
4,2022-08-31,Wed,Matchweek 5,Away,D 0–0,Wolves,Bournemouth,Y*,CM,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,106.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,81.0,94.0,86.2,11.0,59.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.0,404.0,21.0,95.5,44.0,47.0,93.6,16.0,24.0,66.7,0.0,0.0,9.0,0.0,0.0
5,2022-09-03,Sat,Matchweek 6,Home,W 1–0,Wolves,Southampton,Y*,CM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,45.0,52.0,86.5,5.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,186.0,20.0,95.2,17.0,21.0,81.0,8.0,9.0,88.9,0.0,0.0,5.0,0.0,0.0
6,2022-09-17,Sat,Matchweek 8,Home,L 0–3,Wolves,Manchester City,Y*,"CB,CM",90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,73.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,55.0,63.0,87.3,2.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,491.0,14.0,87.5,30.0,34.0,88.2,11.0,13.0,84.6,0.0,1.0,4.0,1.0,0.0
7,2022-10-01,Sat,Matchweek 9,Away,L 0–2,Wolves,West Ham,Y*,CB,90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,101.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,79.0,93.0,84.9,7.0,68.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707.0,758.0,15.0,100.0,52.0,54.0,96.3,11.0,20.0,55.0,0.0,0.0,11.0,0.0,0.0
8,2022-10-15,Sat,Matchweek 11,Home,W 1–0,Wolves,Nott'ham Forest,Y*,DM,90.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,78.0,3.0,1.0,0.0,0.8,0.0,0.0,1.0,0.0,54.0,68.0,79.4,8.0,43.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,288.0,25.0,89.3,21.0,23.0,91.3,5.0,13.0,38.5,0.0,0.0,6.0,2.0,0.0
9,2022-10-18,Tue,Matchweek 12,Away,L 1–2,Wolves,Crystal Palace,Y*,DM,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,78.0,3.0,1.0,4.0,0.1,0.1,0.0,1.0,1.0,56.0,65.0,86.2,5.0,40.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1065.0,211.0,20.0,100.0,26.0,28.0,92.9,8.0,12.0,66.7,0.0,0.0,2.0,0.0,0.0
10,2022-10-23,Sun,Matchweek 13,Home,L 0–4,Wolves,Leicester City,Y*,DM,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,0.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,72.0,84.0,85.7,13.0,47.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.0,428.0,26.0,96.3,32.0,37.0,86.5,13.0,17.0,76.5,0.0,0.0,11.0,1.0,0.0
11,2022-10-29,Sat,Matchweek 14,Away,D 1–1,Wolves,Brentford,Y*,DM,90.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,66.0,1.0,2.0,1.0,0.1,0.1,0.1,3.0,0.0,45.0,57.0,78.9,8.0,36.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.0,217.0,19.0,90.5,20.0,23.0,87.0,6.0,10.0,60.0,0.0,3.0,4.0,0.0,0.0
12,2022-11-05,Sat,Matchweek 15,Home,L 2–3,Wolves,Brighton,Y*,CM,90.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,50.0,3.0,0.0,1.0,0.9,0.1,0.1,3.0,0.0,27.0,37.0,73.0,4.0,25.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,171.0,8.0,88.9,14.0,16.0,87.5,5.0,9.0,55.6,0.0,1.0,2.0,0.0,0.0
13,2022-11-12,Sat,Matchweek 16,Home,L 0–2,Wolves,Arsenal,Y,"CM,RM",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,2.0,1.0,0.0,0.0,0.0,0.1,1.0,0.0,38.0,44.0,86.4,2.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,139.0,16.0,94.1,15.0,18.0,83.3,7.0,7.0,100.0,0.0,1.0,5.0,0.0,0.0
