,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2017-08-12,Sat,Matchweek 1,Home,L 0–3,Crystal Palace,Huddersfield,Y,CB,90,0,0,0,0,1,0,0,0,52,1,3,1,0.1,0.1,0.0,0,0,38,44,86.4,1,23,0,3,3,Match Report
1,2017-08-19,Sat,Matchweek 2,Away,L 0–1,Crystal Palace,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,40,1,4,0,0.0,0.0,0.0,0,0,16,25,64.0,3,16,0,0,0,Match Report
2,2017-08-26,Sat,Matchweek 3,Home,L 0–2,Crystal Palace,Swansea City,Y,CB,90,0,0,0,0,1,0,0,0,53,1,5,1,0.1,0.1,0.0,2,0,36,43,83.7,5,25,2,0,0,Match Report
3,2017-09-10,Sun,Matchweek 4,Away,L 0–1,Crystal Palace,Burnley,Y,CB,90,0,0,0,0,4,0,0,0,65,0,2,0,0.8,0.8,0.0,1,0,39,45,86.7,3,32,0,2,2,Match Report
4,2017-09-16,Sat,Matchweek 5,Home,L 0–1,Crystal Palace,Southampton,Y,CB,90,0,0,0,0,0,0,1,0,59,0,1,1,0.0,0.0,0.1,3,0,43,49,87.8,4,31,1,0,0,Match Report
5,2017-09-23,Sat,Matchweek 6,Away,L 0–5,Crystal Palace,Manchester City,Y*,CB,90,0,0,0,0,0,0,0,0,44,0,1,4,0.0,0.0,0.0,1,0,20,31,64.5,1,28,1,0,0,Match Report
7,2017-10-14,Sat,Matchweek 8,Home,W 2–1,Crystal Palace,Chelsea,Y*,CB,90,0,0,0,0,1,0,1,0,43,0,0,0,0.1,0.1,0.0,0,0,27,35,77.1,0,22,1,0,0,Match Report
8,2017-10-21,Sat,Matchweek 9,Away,L 0–1,Crystal Palace,Newcastle Utd,Y*,CB,90,0,0,0,0,1,0,0,0,45,1,1,1,0.1,0.1,0.0,0,0,26,36,72.2,2,22,0,0,0,Match Report
9,2017-10-28,Sat,Matchweek 10,Home,D 2–2,Crystal Palace,West Ham,Y*,CB,90,0,0,0,0,1,1,1,0,52,0,0,1,0.0,0.0,0.1,2,0,41,45,91.1,5,32,0,0,0,Match Report
10,2017-11-05,Sun,Matchweek 11,Away,L 0–1,Crystal Palace,Tottenham,Y*,CB,90,0,0,0,0,3,1,0,0,45,1,1,3,0.1,0.1,0.0,1,0,16,28,57.1,0,5,0,0,0,Match Report
11,2017-11-18,Sat,Matchweek 12,Home,D 2–2,Crystal Palace,Everton,Y*,CB,90,0,0,0,0,2,0,0,0,59,1,1,0,0.1,0.1,0.0,0,0,43,52,82.7,4,32,1,0,0,Match Report
12,2017-11-25,Sat,Matchweek 13,Home,W 2–1,Crystal Palace,Stoke City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
13,2017-11-28,Tue,Matchweek 14,Away,D 0–0,Crystal Palace,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
15,2017-12-09,Sat,Matchweek 16,Home,D 2–2,Crystal Palace,Bournemouth,N,CB,66,1,0,0,0,2,1,0,0,26,0,0,0,0.7,0.7,0.0,0,0,10,18,55.6,1,11,0,0,0,Match Report
16,2017-12-12,Tue,Matchweek 17,Home,W 2–1,Crystal Palace,Watford,Y*,CB,90,0,0,0,0,1,0,0,0,63,1,1,0,0.0,0.0,0.0,2,1,42,49,85.7,9,34,0,0,0,Match Report
17,2017-12-16,Sat,Matchweek 18,Away,W 3–0,Crystal Palace,Leicester City,Y*,CB,90,0,0,0,0,0,0,0,0,33,2,0,2,0.0,0.0,0.0,0,0,14,20,70.0,2,15,0,0,0,Match Report
18,2017-12-23,Sat,Matchweek 19,Away,D 1–1,Crystal Palace,Swansea City,Y*,CB,90,0,0,0,0,2,1,0,0,33,0,2,0,0.1,0.1,0.0,0,0,17,22,77.3,1,15,1,0,0,Match Report
19,2017-12-28,Thu,Matchweek 20,Home,L 2–3,Crystal Palace,Arsenal,Y*,CB,90,0,0,0,0,0,0,0,0,40,1,1,3,0.0,0.0,0.0,0,0,23,29,79.3,1,22,0,1,1,Match Report
20,2017-12-31,Sun,Matchweek 21,Home,D 0–0,Crystal Palace,Manchester City,Y*,CB,19,0,0,0,0,0,0,1,0,4,0,0,0,0.0,0.0,0.0,1,0,3,3,100.0,0,2,0,1,1,Match Report
