,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2017-08-12,Sat,Matchweek 1,Home,L 0–3,Crystal Palace,Huddersfield,Y,CB,90,38,44,86.4,778,269,11,11,100.0,21,23,91.3,5,7,71.4,0,0.0,0.0,0,0,0,0,1,Match Report
1,2017-08-19,Sat,Matchweek 2,Away,L 0–1,Crystal Palace,Liverpool,Y,CB,90,16,25,64.0,402,164,2,3,66.7,9,13,69.2,5,8,62.5,0,0.0,0.0,0,4,1,0,3,Match Report
2,2017-08-26,Sat,Matchweek 3,Home,L 0–2,Crystal Palace,Swansea City,Y,CB,90,36,43,83.7,722,339,12,12,100.0,16,17,94.1,6,11,54.5,0,0.0,0.0,1,5,0,0,5,Match Report
3,2017-09-10,Sun,Matchweek 4,Away,L 0–1,Crystal Palace,Burnley,Y,CB,90,39,45,86.7,695,237,18,20,90.0,17,19,89.5,4,6,66.7,0,0.0,0.0,0,1,0,0,3,Match Report
4,2017-09-16,Sat,Matchweek 5,Home,L 0–1,Crystal Palace,Southampton,Y,CB,90,43,49,87.8,700,358,22,24,91.7,18,20,90.0,2,4,50.0,0,0.1,0.1,2,4,1,0,4,Match Report
5,2017-09-23,Sat,Matchweek 6,Away,L 0–5,Crystal Palace,Manchester City,Y*,CB,90,20,31,64.5,412,213,6,7,85.7,9,10,90.0,4,13,30.8,0,0.0,0.0,0,1,0,0,1,Match Report
7,2017-10-14,Sat,Matchweek 8,Home,W 2–1,Crystal Palace,Chelsea,Y*,CB,90,27,35,77.1,550,179,7,7,100.0,16,20,80.0,3,7,42.9,0,0.0,0.0,0,0,0,0,0,Match Report
8,2017-10-21,Sat,Matchweek 9,Away,L 0–1,Crystal Palace,Newcastle Utd,Y*,CB,90,26,36,72.2,540,185,8,11,72.7,13,13,100.0,4,11,36.4,0,0.0,0.0,0,1,0,0,2,Match Report
9,2017-10-28,Sat,Matchweek 10,Home,D 2–2,Crystal Palace,West Ham,Y*,CB,90,41,45,91.1,740,322,18,20,90.0,19,20,95.0,4,5,80.0,0,0.1,0.2,1,2,0,0,5,Match Report
10,2017-11-05,Sun,Matchweek 11,Away,L 0–1,Crystal Palace,Tottenham,Y*,CB,90,16,28,57.1,295,47,5,10,50.0,8,12,66.7,2,3,66.7,0,0.0,0.0,0,0,0,0,0,Match Report
11,2017-11-18,Sat,Matchweek 12,Home,D 2–2,Crystal Palace,Everton,Y*,CB,90,43,52,82.7,929,336,15,16,93.8,19,22,86.4,9,14,64.3,0,0.0,0.0,0,3,0,0,4,Match Report
12,2017-11-25,Sat,Matchweek 13,Home,W 2–1,Crystal Palace,Stoke City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
13,2017-11-28,Tue,Matchweek 14,Away,D 0–0,Crystal Palace,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
15,2017-12-09,Sat,Matchweek 16,Home,D 2–2,Crystal Palace,Bournemouth,N,CB,66,10,18,55.6,248,114,2,2,100.0,6,8,75.0,2,5,40.0,0,0.0,0.0,0,1,0,0,1,Match Report
16,2017-12-12,Tue,Matchweek 17,Home,W 2–1,Crystal Palace,Watford,Y*,CB,90,42,49,85.7,927,433,9,10,90.0,26,28,92.9,7,11,63.6,0,0.0,0.0,1,4,0,0,9,Match Report
17,2017-12-16,Sat,Matchweek 18,Away,W 3–0,Crystal Palace,Leicester City,Y*,CB,90,14,20,70.0,290,184,3,4,75.0,8,9,88.9,3,7,42.9,0,0.0,0.0,0,1,0,0,2,Match Report
18,2017-12-23,Sat,Matchweek 19,Away,D 1–1,Crystal Palace,Swansea City,Y*,CB,90,17,22,77.3,319,142,5,6,83.3,7,9,77.8,4,6,66.7,0,0.0,0.0,0,2,0,0,1,Match Report
19,2017-12-28,Thu,Matchweek 20,Home,L 2–3,Crystal Palace,Arsenal,Y*,CB,90,23,29,79.3,438,143,10,11,90.9,9,11,81.8,4,7,57.1,0,0.0,0.0,0,1,0,0,1,Match Report
