,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2019-08-17,Sat,Matchweek 2,Home,L 1–2,Aston Villa,Bournemouth,Y,CM,90,1,0,0,0,2,1,0,0,72,0,1,2,0.0,0.0,0.0,3,0,53,59,89.8,6,44,3,2,2,3,0,0,0,0,0,0,0,0,0,0,1059,297,20,95.2,25,27,92.6,8,9,88.9,0.0,1,6,0,0
1,2019-08-23,Fri,Matchweek 3,Home,W 2–0,Aston Villa,Everton,Y,DM,90,0,0,0,0,0,0,0,0,34,3,1,3,0.0,0.0,0.0,0,0,14,21,66.7,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,267,103,7,70.0,6,8,75.0,1,3,33.3,0.0,0,0,0,0
2,2019-08-31,Sat,Matchweek 4,Away,L 0–1,Aston Villa,Crystal Palace,Y,CM,70,0,0,0,0,1,0,1,0,41,2,1,0,0.1,0.1,0.0,2,0,29,32,90.6,4,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,647,194,6,85.7,17,18,94.4,5,6,83.3,0.0,0,3,1,0
3,2019-09-16,Mon,Matchweek 5,Home,D 0–0,Aston Villa,West Ham,N,CM,10,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.4,1,0,13,14,92.9,4,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,233,98,4,100.0,8,9,88.9,1,1,100.0,0.1,1,3,1,1
5,2019-10-05,Sat,Matchweek 8,Away,W 5–1,Aston Villa,Norwich City,N,LM,13,1,0,0,0,1,1,0,0,9,0,0,1,0.0,0.0,0.0,1,0,5,7,71.4,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68,36,2,66.7,3,3,100.0,0,1,0.0,0.0,0,1,0,0
6,2019-10-19,Sat,Matchweek 9,Home,W 2–1,Aston Villa,Brighton,N,LM,15,0,0,0,0,2,0,0,0,18,1,0,0,0.1,0.1,0.0,2,0,13,14,92.9,2,14,1,0,0,2,0,0,0,0,0,0,0,0,0,0,164,55,9,100.0,3,4,75.0,1,1,100.0,0.0,0,1,0,0
7,2019-10-26,Sat,Matchweek 10,Away,L 0–3,Aston Villa,Manchester City,Y,CM,90,0,0,0,0,2,1,0,0,48,0,0,1,0.1,0.1,0.0,0,0,31,39,79.5,4,25,1,4,4,0,0,0,0,0,0,0,0,0,0,0,509,119,16,88.9,13,16,81.3,2,3,66.7,0.0,0,2,1,0
8,2019-11-02,Sat,Matchweek 11,Home,L 1–2,Aston Villa,Liverpool,Y,LM,72,0,0,0,0,0,0,0,0,29,3,0,2,0.0,0.0,0.0,0,0,12,18,66.7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,49,10,90.9,1,3,33.3,1,3,33.3,0.0,0,1,1,0
9,2019-11-10,Sun,Matchweek 12,Away,L 1–2,Aston Villa,Wolves,Y,LM,90,0,0,0,0,2,1,0,0,63,0,0,0,0.1,0.1,0.0,1,0,50,57,87.7,5,38,1,0,0,1,0,0,0,0,0,0,0,0,0,0,935,306,18,100.0,24,28,85.7,6,9,66.7,0.0,0,5,1,0
10,2019-11-25,Mon,Matchweek 13,Home,W 2–0,Aston Villa,Newcastle Utd,Y,CM,90,0,0,0,0,4,1,0,0,67,0,1,0,0.2,0.2,0.0,0,0,49,58,84.5,5,44,1,2,2,0,0,0,0,0,0,0,0,0,0,0,893,201,18,94.7,27,28,96.4,4,8,50.0,0.0,0,4,0,0
