,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2019-08-10,Sat,Matchweek 1,Home,D 0–0,Crystal Palace,Everton,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,30.0,53.3,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,83.0,6.0,75.0,7.0,14.0,50.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2019-08-18,Sun,Matchweek 2,Away,L 0–1,Crystal Palace,Sheffield Utd,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,55.0,74.0,74.3,10.0,45.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,364.0,27.0,96.4,21.0,31.0,67.7,7.0,13.0,53.8,0.0,0.0,5.0,0.0,0.0
2,2019-08-24,Sat,Matchweek 3,Away,W 2–1,Crystal Palace,Manchester Utd,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,65.2,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,112.0,8.0,72.7,5.0,9.0,55.6,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0
3,2019-08-31,Sat,Matchweek 4,Home,W 1–0,Crystal Palace,Aston Villa,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,0.0,45.0,51.0,88.2,11.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,333.0,23.0,92.0,16.0,18.0,88.9,5.0,6.0,83.3,0.1,1.0,8.0,0.0,0.0
4,2019-09-14,Sat,Matchweek 5,Away,L 0–4,Crystal Palace,Tottenham,Y,RB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,55.0,1.0,4.0,1.0,0.1,0.1,0.1,1.0,0.0,32.0,42.0,76.2,3.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,354.0,15.0,78.9,12.0,14.0,85.7,5.0,6.0,83.3,0.1,1.0,3.0,1.0,1.0
5,2019-09-22,Sun,Matchweek 6,Home,D 1–1,Crystal Palace,Wolves,Y,RB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,5.0,3.0,0.0,0.1,0.1,0.0,0.0,0.0,57.0,71.0,80.3,7.0,33.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,456.0,36.0,87.8,17.0,21.0,81.0,3.0,6.0,50.0,0.0,0.0,5.0,1.0,1.0
6,2019-09-28,Sat,Matchweek 7,Home,W 2–0,Crystal Palace,Norwich City,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,53.0,79.2,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,268.0,23.0,92.0,14.0,15.0,93.3,3.0,7.0,42.9,0.0,0.0,6.0,0.0,0.0
7,2019-10-05,Sat,Matchweek 8,Away,W 2–1,Crystal Palace,West Ham,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,70.0,74.3,3.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,325.0,29.0,93.5,18.0,22.0,81.8,3.0,8.0,37.5,0.1,0.0,2.0,2.0,1.0
8,2019-10-19,Sat,Matchweek 9,Home,L 0–2,Crystal Palace,Manchester City,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,35.0,65.7,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,84.0,13.0,92.9,7.0,12.0,58.3,2.0,7.0,28.6,0.0,0.0,4.0,1.0,0.0
9,2019-10-27,Sun,Matchweek 10,Away,D 2–2,Crystal Palace,Arsenal,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,43.0,79.1,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,278.0,19.0,86.4,13.0,15.0,86.7,2.0,5.0,40.0,0.0,0.0,3.0,1.0,0.0
10,2019-11-03,Sun,Matchweek 11,Home,L 0–2,Crystal Palace,Leicester City,Y,RB,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,68.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,49.0,63.0,77.8,4.0,25.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,460.0,33.0,86.8,14.0,15.0,93.3,1.0,5.0,20.0,0.0,0.0,4.0,0.0,0.0
11,2019-11-09,Sat,Matchweek 12,Away,L 0–2,Crystal Palace,Chelsea,Y,RB,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,55.6,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,93.0,7.0,77.8,3.0,7.0,42.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2019-11-23,Sat,Matchweek 13,Home,L 1–2,Crystal Palace,Liverpool,Y,RB,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,82.4,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,235.0,14.0,93.3,8.0,10.0,80.0,6.0,8.0,75.0,0.0,0.0,1.0,0.0,0.0
13,2020-01-18,Sat,Matchweek 23,Away,D 2–2,Crystal Palace,Manchester City,N,LB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
