,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2019-10-27,Sun,Matchweek 10,Home,D 2–2,Arsenal,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
1,2019-11-02,Sat,Matchweek 11,Home,D 1–1,Arsenal,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2019-11-09,Sat,Matchweek 12,Away,L 0–2,Arsenal,Leicester City,Y,"WB,RB",90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
3,2019-11-23,Sat,Matchweek 13,Home,D 2–2,Arsenal,Southampton,Y,"WB,RB",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
5,2019-12-05,Thu,Matchweek 15,Home,L 1–2,Arsenal,Brighton,Y,RB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
7,2020-01-18,Sat,Matchweek 23,Home,D 1–1,Arsenal,Sheffield Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
8,2020-01-21,Tue,Matchweek 24,Away,D 2–2,Arsenal,Chelsea,Y*,RB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
9,2020-02-02,Sun,Matchweek 25,Away,D 0–0,Arsenal,Burnley,Y,RB,90,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Match Report
10,2020-02-16,Sun,Matchweek 26,Home,W 4–0,Arsenal,Newcastle Utd,Y,RB,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
11,2020-02-23,Sun,Matchweek 27,Home,W 3–2,Arsenal,Everton,Y,RB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
12,2020-03-07,Sat,Matchweek 29,Home,W 1–0,Arsenal,West Ham,N,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2020-06-17,Wed,Matchweek 28,Away,L 0–3,Arsenal,Manchester City,Y,RB,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
14,2020-06-20,Sat,Matchweek 30,Away,L 1–2,Arsenal,Brighton,Y,RB,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2020-06-25,Thu,Matchweek 31,Away,W 2–0,Arsenal,Southampton,Y,RM,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
16,2020-07-01,Wed,Matchweek 32,Home,W 4–0,Arsenal,Norwich City,Y,RM,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
17,2020-07-04,Sat,Matchweek 33,Away,W 2–0,Arsenal,Wolves,N,RM,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
18,2020-07-07,Tue,Matchweek 34,Home,D 1–1,Arsenal,Leicester City,Y,"RM,RB",90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
19,2020-07-12,Sun,Matchweek 35,Away,L 1–2,Arsenal,Tottenham,Y,RM,83,7,6,0,0,1,0,0,0,0,0,0,0,0,0,Match Report
20,2020-07-15,Wed,Matchweek 36,Home,W 2–1,Arsenal,Liverpool,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
21,2020-07-21,Tue,Matchweek 37,Away,L 0–1,Arsenal,Aston Villa,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
