,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2019-09-15,Sun,Matchweek 5,Away,D 2–2,Arsenal,Watford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
1,2019-09-22,Sun,Matchweek 6,Home,W 3–2,Arsenal,Aston Villa,Y,LW,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2,2019-09-30,Mon,Matchweek 7,Away,D 1–1,Arsenal,Manchester Utd,Y,LW,79,4,2,0,0,1,1,0,1,1,0,0,0,0,0,Match Report
3,2019-10-06,Sun,Matchweek 8,Home,W 1–0,Arsenal,Bournemouth,Y,"LW,RW",82,7,5,0,1,0,0,1,0,0,0,0,0,0,0,Match Report
4,2019-10-21,Mon,Matchweek 9,Away,L 0–1,Arsenal,Sheffield Utd,Y,"LW,AM",90,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
5,2019-10-27,Sun,Matchweek 10,Home,D 2–2,Arsenal,Crystal Palace,N,LM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
6,2019-11-02,Sat,Matchweek 11,Home,D 1–1,Arsenal,Wolves,N,LW,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
7,2019-11-09,Sat,Matchweek 12,Away,L 0–2,Arsenal,Leicester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
9,2019-12-01,Sun,Matchweek 14,Away,D 2–2,Arsenal,Norwich City,N,LW,13,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Match Report
11,2019-12-09,Mon,Matchweek 16,Away,W 3–1,Arsenal,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
12,2019-12-15,Sun,Matchweek 17,Home,L 0–3,Arsenal,Manchester City,N,LB,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2019-12-21,Sat,Matchweek 18,Away,D 0–0,Arsenal,Everton,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
14,2019-12-26,Thu,Matchweek 19,Away,D 1–1,Arsenal,Bournemouth,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2019-12-29,Sun,Matchweek 20,Home,L 1–2,Arsenal,Chelsea,Y,LB,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
16,2020-01-01,Wed,Matchweek 21,Home,W 2–0,Arsenal,Manchester Utd,N,LB,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
17,2020-01-11,Sat,Matchweek 22,Away,D 1–1,Arsenal,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
18,2020-01-18,Sat,Matchweek 23,Home,D 1–1,Arsenal,Sheffield Utd,Y,LB,90,3,2,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
19,2020-01-21,Tue,Matchweek 24,Away,D 2–2,Arsenal,Chelsea,Y,LB,90,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
20,2020-02-02,Sun,Matchweek 25,Away,D 0–0,Arsenal,Burnley,Y,LB,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
21,2020-02-16,Sun,Matchweek 26,Home,W 4–0,Arsenal,Newcastle Utd,Y,LB,90,4,3,0,1,0,0,0,2,1,0,1,0,0,0,Match Report
22,2020-02-23,Sun,Matchweek 27,Home,W 3–2,Arsenal,Everton,N,LB,73,2,2,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
23,2020-03-07,Sat,Matchweek 29,Home,W 1–0,Arsenal,West Ham,Y,LB,90,5,3,0,2,0,0,0,0,0,0,0,0,0,0,Match Report
24,2020-06-17,Wed,Matchweek 28,Away,L 0–3,Arsenal,Manchester City,Y,"AM,LB",90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
25,2020-06-20,Sat,Matchweek 30,Away,L 1–2,Arsenal,Brighton,Y,LM,86,4,2,0,1,1,0,0,1,1,0,0,0,0,0,Match Report
26,2020-06-25,Thu,Matchweek 31,Away,W 2–0,Arsenal,Southampton,Y,LM,90,3,2,0,1,0,0,0,0,0,0,0,0,0,0,Match Report
27,2020-07-01,Wed,Matchweek 32,Home,W 4–0,Arsenal,Norwich City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
28,2020-07-04,Sat,Matchweek 33,Away,W 2–0,Arsenal,Wolves,Y,RW,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
29,2020-07-07,Tue,Matchweek 34,Home,D 1–1,Arsenal,Leicester City,Y,RW,70,4,2,1,1,0,0,0,1,1,0,0,0,0,0,Match Report
30,2020-07-12,Sun,Matchweek 35,Away,L 1–2,Arsenal,Tottenham,N,"RW,LB",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
31,2020-07-15,Wed,Matchweek 36,Home,W 2–1,Arsenal,Liverpool,Y,"LM,LB",84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
32,2020-07-21,Tue,Matchweek 37,Away,L 0–1,Arsenal,Aston Villa,Y,LM,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
33,2020-07-26,Sun,Matchweek 38,Home,W 3–2,Arsenal,Watford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
